PLOT NO.,Age,Ground Cover,Slope_Class,PLOT SIZE_M2,YEAR,MONTH ,DAY,RAINFALL_MM,TOTAL_L
7,2,A,A,218.08,2007,4,21,12.8,10
7,2,A,A,218.08,2007,4,22,30.6,400
7,2,A,A,218.08,2007,4,24,1.8,0
7,2,A,A,218.08,2007,4,25,39,240
7,2,A,A,218.08,2007,4,27,22.8,210
7,2,A,A,218.08,2007,4,29,5.8,0
7,2,A,A,218.08,2007,4,30,0.6,0
8,2,B,C,217.88,2007,4,1,25.8,750
8,2,B,C,217.88,2007,4,5,1.8,0
8,2,B,C,217.88,2007,4,7,14.6,190
8,2,B,C,217.88,2007,4,8,2.6,0
8,2,B,C,217.88,2007,4,9,18,490
8,2,B,C,217.88,2007,4,11,23,1207
8,2,B,C,217.88,2007,4,12,7.8,60
8,2,B,C,217.88,2007,4,15,19,720
8,2,B,C,217.88,2007,4,19,45,4177
8,2,B,C,217.88,2007,4,21,12.8,430
8,2,B,C,217.88,2007,4,22,30.6,3097
8,2,B,C,217.88,2007,4,24,1.8,0
8,2,B,C,217.88,2007,4,25,39,2737
8,2,B,C,217.88,2007,4,27,22.8,1837
8,2,B,C,217.88,2007,4,29,5.8,80
8,2,B,C,217.88,2007,4,30,0.6,0
9,2,B,C,217.3,2007,4,1,25.8,680
9,2,B,C,217.3,2007,4,5,1.8,0
9,2,B,C,217.3,2007,4,7,14.6,150
9,2,B,C,217.3,2007,4,8,2.6,0
9,2,B,C,217.3,2007,4,9,18,370
9,2,B,C,217.3,2007,4,11,23,1301
9,2,B,C,217.3,2007,4,12,7.8,30
9,2,B,C,217.3,2007,4,15,19,650
9,2,B,C,217.3,2007,4,19,45,4406
9,2,B,C,217.3,2007,4,21,12.8,280
9,2,B,C,217.3,2007,4,22,30.6,2786
9,2,B,C,217.3,2007,4,24,1.8,0
9,2,B,C,217.3,2007,4,25,39,2966
9,2,B,C,217.3,2007,4,27,22.8,1526
9,2,B,C,217.3,2007,4,29,5.8,0
9,2,B,C,217.3,2007,4,30,0.6,0
10,2,B,C,221.45,2007,4,1,25.8,410
10,2,B,C,221.45,2007,4,5,1.8,0
10,2,B,C,221.45,2007,4,7,14.6,120
10,2,B,C,221.45,2007,4,8,2.6,0
10,2,B,C,221.45,2007,4,9,18,250
10,2,B,C,221.45,2007,4,11,23,680
10,2,B,C,221.45,2007,4,12,7.8,15
10,2,B,C,221.45,2007,4,15,19,700
10,2,B,C,221.45,2007,4,19,45,2030
10,2,B,C,221.45,2007,4,21,12.8,220
10,2,B,C,221.45,2007,4,22,30.6,1310
10,2,B,C,221.45,2007,4,24,1.8,0
10,2,B,C,221.45,2007,4,25,39,1490
10,2,B,C,221.45,2007,4,27,22.8,1130
10,2,B,C,221.45,2007,4,29,5.8,30
10,2,B,C,221.45,2007,4,30,0.6,0
11,2,A,A,220.43,2007,4,1,25.8,30
11,2,A,A,220.43,2007,4,5,1.8,0
11,2,A,A,220.43,2007,4,7,14.6,0
11,2,A,A,220.43,2007,4,8,2.6,0
11,2,A,A,220.43,2007,4,9,18,20
11,2,A,A,220.43,2007,4,11,23,170
11,2,A,A,220.43,2007,4,12,7.8,0
11,2,A,A,220.43,2007,4,15,19,60
11,2,A,A,220.43,2007,4,19,45,2000
11,2,A,A,220.43,2007,4,21,12.8,20
11,2,A,A,220.43,2007,4,22,30.6,1730
11,2,A,A,220.43,2007,4,24,1.8,0
11,2,A,A,220.43,2007,4,25,39,1640
11,2,A,A,220.43,2007,4,27,22.8,880
11,2,A,A,220.43,2007,4,29,5.8,40
11,2,A,A,220.43,2007,4,30,0.6,0
12,2,A,C,217.49,2007,4,1,25.8,40
12,2,A,C,217.49,2007,4,5,1.8,0
12,2,A,C,217.49,2007,4,7,14.6,0
12,2,A,C,217.49,2007,4,8,2.6,0
12,2,A,C,217.49,2007,4,9,18,20
12,2,A,C,217.49,2007,4,11,23,130
12,2,A,C,217.49,2007,4,12,7.8,0
12,2,A,C,217.49,2007,4,15,19,70
12,2,A,C,217.49,2007,4,19,45,1400
12,2,A,C,217.49,2007,4,21,12.8,10
12,2,A,C,217.49,2007,4,22,30.6,1400
12,2,A,C,217.49,2007,4,24,1.8,0
12,2,A,C,217.49,2007,4,25,39,1670
12,2,A,C,217.49,2007,4,27,22.8,1310
12,2,A,C,217.49,2007,4,29,5.8,0
12,2,A,C,217.49,2007,4,30,0.6,0
13,2,B,A,220.97,2007,4,1,25.8,860
13,2,B,A,220.97,2007,4,5,1.8,0
13,2,B,A,220.97,2007,4,7,14.6,190
13,2,B,A,220.97,2007,4,8,2.6,0
13,2,B,A,220.97,2007,4,9,18,540
13,2,B,A,220.97,2007,4,11,23,1297
13,2,B,A,220.97,2007,4,12,7.8,40
13,2,B,A,220.97,2007,4,15,19,880
13,2,B,A,220.97,2007,4,19,45,2197
13,2,B,A,220.97,2007,4,21,12.8,420
13,2,B,A,220.97,2007,4,22,30.6,2017
13,2,B,A,220.97,2007,4,24,1.8,0
13,2,B,A,220.97,2007,4,25,39,2737
13,2,B,A,220.97,2007,4,27,22.8,1657
13,2,B,A,220.97,2007,4,29,5.8,70
13,2,B,A,220.97,2007,4,30,0.6,0
14,2,B,B,220.95,2007,4,1,25.8,470
14,2,B,B,220.95,2007,4,5,1.8,0
14,2,B,B,220.95,2007,4,7,14.6,120
14,2,B,B,220.95,2007,4,8,2.6,0
14,2,B,B,220.95,2007,4,9,18,340
14,2,B,B,220.95,2007,4,11,23,1000
14,2,B,B,220.95,2007,4,12,7.8,30
14,2,B,B,220.95,2007,4,15,19,520
14,2,B,B,220.95,2007,4,19,45,3104
14,2,B,B,220.95,2007,4,21,12.8,270
14,2,B,B,220.95,2007,4,22,30.6,2564
14,2,B,B,220.95,2007,4,24,1.8,0
14,2,B,B,220.95,2007,4,25,39,2384
14,2,B,B,220.95,2007,4,27,22.8,1484
14,2,B,B,220.95,2007,4,29,5.8,30
14,2,B,B,220.95,2007,4,30,0.6,0
15,2,B,C,219.25,2007,4,1,25.8,710
15,2,B,C,219.25,2007,4,5,1.8,0
15,2,B,C,219.25,2007,4,7,14.6,180
15,2,B,C,219.25,2007,4,8,2.6,0
15,2,B,C,219.25,2007,4,9,18,440
15,2,B,C,219.25,2007,4,11,23,1321
15,2,B,C,219.25,2007,4,12,7.8,40
15,2,B,C,219.25,2007,4,15,19,770
15,2,B,C,219.25,2007,4,19,45,4238
15,2,B,C,219.25,2007,4,21,12.8,420
15,2,B,C,219.25,2007,4,22,30.6,2258
15,2,B,C,219.25,2007,4,24,1.8,0
15,2,B,C,219.25,2007,4,25,39,2348
15,2,B,C,219.25,2007,4,27,22.8,1538
15,2,B,C,219.25,2007,4,29,5.8,40
15,2,B,C,219.25,2007,4,30,0.6,0
1,2,A,C,222.57,2007,5,1,32,1682
1,2,A,C,222.57,2007,5,2,2.8,0
1,2,A,C,222.57,2007,5,3,9.8,10
1,2,A,C,222.57,2007,5,5,15,250
1,2,A,C,222.57,2007,5,6,36,3302
1,2,A,C,222.57,2007,5,8,13,90
1,2,A,C,222.57,2007,5,10,5,0
1,2,A,C,222.57,2007,5,11,0.4,0
1,2,A,C,222.57,2007,5,13,3,0
1,2,A,C,222.57,2007,5,19,7,0
1,2,A,C,222.57,2007,5,27,3.6,0
1,2,A,C,222.57,2007,5,29,20,10
1,2,A,C,222.57,2007,5,30,3,0
2,2,A,A,219.5,2007,5,1,32,970
2,2,A,A,219.5,2007,5,2,2.8,0
2,2,A,A,219.5,2007,5,3,9.8,15
2,2,A,A,219.5,2007,5,5,15,120
2,2,A,A,219.5,2007,5,6,36,1110
2,2,A,A,219.5,2007,5,8,13,60
2,2,A,A,219.5,2007,5,10,5,0
2,2,A,A,219.5,2007,5,11,0.4,0
2,2,A,A,219.5,2007,5,13,3,0
2,2,A,A,219.5,2007,5,19,7,0
2,2,A,A,219.5,2007,5,27,3.6,0
2,2,A,A,219.5,2007,5,29,20,10
2,2,A,A,219.5,2007,5,30,3,0
3,2,A,A,218.69,2007,5,1,32,970
3,2,A,A,218.69,2007,5,2,2.8,0
3,2,A,A,218.69,2007,5,3,9.8,10
3,2,A,A,218.69,2007,5,5,15,80
3,2,A,A,218.69,2007,5,6,36,1742
3,2,A,A,218.69,2007,5,8,13,20
3,2,A,A,218.69,2007,5,10,5,0
3,2,A,A,218.69,2007,5,11,0.4,0
3,2,A,A,218.69,2007,5,13,3,0
3,2,A,A,218.69,2007,5,19,7,0
3,2,A,A,218.69,2007,5,27,3.6,0
3,2,A,A,218.69,2007,5,29,20,10
3,2,A,A,218.69,2007,5,30,3,0
4,2,A,A,218.49,2007,5,1,32,1403
4,2,A,A,218.49,2007,5,2,2.8,0
4,2,A,A,218.49,2007,5,3,9.8,10
4,2,A,A,218.49,2007,5,5,15,280
4,2,A,A,218.49,2007,5,6,36,3113
4,2,A,A,218.49,2007,5,8,13,130
4,2,A,A,218.49,2007,5,10,5,0
4,2,A,A,218.49,2007,5,11,0.4,0
4,2,A,A,218.49,2007,5,13,3,0
4,2,A,A,218.49,2007,5,19,7,5
4,2,A,A,218.49,2007,5,27,3.6,0
4,2,A,A,218.49,2007,5,29,20,20
4,2,A,A,218.49,2007,5,30,3,0
5,2,A,A,218.61,2007,5,1,32,1129
5,2,A,A,218.61,2007,5,2,2.8,0
5,2,A,A,218.61,2007,5,3,9.8,10
5,2,A,A,218.61,2007,5,5,15,250
5,2,A,A,218.61,2007,5,6,36,1129
5,2,A,A,218.61,2007,5,8,13,130
5,2,A,A,218.61,2007,5,10,5,0
5,2,A,A,218.61,2007,5,11,0.4,0
5,2,A,A,218.61,2007,5,13,3,0
5,2,A,A,218.61,2007,5,19,7,0
5,2,A,A,218.61,2007,5,27,3.6,0
5,2,A,A,218.61,2007,5,29,20,20
5,2,A,A,218.61,2007,5,30,3,0
6,2,A,C,218.03,2007,5,1,32,2570
6,2,A,C,218.03,2007,5,2,2.8,0
6,2,A,C,218.03,2007,5,3,9.8,30
6,2,A,C,218.03,2007,5,5,15,660
6,2,A,C,218.03,2007,5,6,36,4010
6,2,A,C,218.03,2007,5,8,13,320
6,2,A,C,218.03,2007,5,10,5,0
6,2,A,C,218.03,2007,5,11,0.4,0
6,2,A,C,218.03,2007,5,13,3,0
6,2,A,C,218.03,2007,5,19,7,0
6,2,A,C,218.03,2007,5,27,3.6,0
6,2,A,C,218.03,2007,5,29,20,20
6,2,A,C,218.03,2007,5,30,3,0
7,2,A,A,218.08,2007,5,1,32,750
7,2,A,A,218.08,2007,5,2,2.8,0
7,2,A,A,218.08,2007,5,3,9.8,20
7,2,A,A,218.08,2007,5,5,15,260
7,2,A,A,218.08,2007,5,6,36,2495
7,2,A,A,218.08,2007,5,8,13,140
7,2,A,A,218.08,2007,5,10,5,0
7,2,A,A,218.08,2007,5,11,0.4,0
7,2,A,A,218.08,2007,5,13,3,0
7,2,A,A,218.08,2007,5,19,7,0
7,2,A,A,218.08,2007,5,27,3.6,0
7,2,A,A,218.08,2007,5,29,20,10
7,2,A,A,218.08,2007,5,30,3,0
8,2,B,C,217.88,2007,5,1,32,3277
8,2,B,C,217.88,2007,5,2,2.8,0
8,2,B,C,217.88,2007,5,3,9.8,290
8,2,B,C,217.88,2007,5,5,15,1117
8,2,B,C,217.88,2007,5,6,36,5032
8,2,B,C,217.88,2007,5,8,13,660
8,2,B,C,217.88,2007,5,10,5,10
8,2,B,C,217.88,2007,5,11,0.4,0
8,2,B,C,217.88,2007,5,13,3,0
8,2,B,C,217.88,2007,5,19,7,30
8,2,B,C,217.88,2007,5,27,3.6,0
8,2,B,C,217.88,2007,5,29,20,320
8,2,B,C,217.88,2007,5,30,3,0
9,2,B,C,217.3,2007,5,1,32,3326
9,2,B,C,217.3,2007,5,2,2.8,0
9,2,B,C,217.3,2007,5,3,9.8,250
9,2,B,C,217.3,2007,5,5,15,1110
9,2,B,C,217.3,2007,5,6,36,6026
9,2,B,C,217.3,2007,5,8,13,580
9,2,B,C,217.3,2007,5,10,5,5
9,2,B,C,217.3,2007,5,11,0.4,0
9,2,B,C,217.3,2007,5,13,3,0
9,2,B,C,217.3,2007,5,19,7,20
9,2,B,C,217.3,2007,5,27,3.6,0
9,2,B,C,217.3,2007,5,29,20,210
9,2,B,C,217.3,2007,5,30,3,0
10,2,B,C,221.45,2007,5,1,32,1760
10,2,B,C,221.45,2007,5,2,2.8,0
10,2,B,C,221.45,2007,5,3,9.8,160
10,2,B,C,221.45,2007,5,5,15,570
10,2,B,C,221.45,2007,5,6,36,4010
10,2,B,C,221.45,2007,5,8,13,300
10,2,B,C,221.45,2007,5,10,5,5
10,2,B,C,221.45,2007,5,11,0.4,0
10,2,B,C,221.45,2007,5,13,3,0
10,2,B,C,221.45,2007,5,19,7,15
10,2,B,C,221.45,2007,5,27,3.6,0
10,2,B,C,221.45,2007,5,29,20,110
10,2,B,C,221.45,2007,5,30,3,0
11,2,A,A,220.43,2007,5,1,32,2720
11,2,A,A,220.43,2007,5,2,2.8,0
11,2,A,A,220.43,2007,5,3,9.8,30
11,2,A,A,220.43,2007,5,5,15,590
11,2,A,A,220.43,2007,5,6,36,5060
11,2,A,A,220.43,2007,5,8,13,275
11,2,A,A,220.43,2007,5,10,5,0
11,2,A,A,220.43,2007,5,11,0.4,0
11,2,A,A,220.43,2007,5,13,3,0
11,2,A,A,220.43,2007,5,19,7,5
11,2,A,A,220.43,2007,5,27,3.6,0
11,2,A,A,220.43,2007,5,29,20,30
11,2,A,A,220.43,2007,5,30,3,0
12,2,A,C,217.49,2007,5,1,32,2030
12,2,A,C,217.49,2007,5,2,2.8,0
12,2,A,C,217.49,2007,5,3,9.8,10
12,2,A,C,217.49,2007,5,5,15,360
12,2,A,C,217.49,2007,5,6,36,5270
12,2,A,C,217.49,2007,5,8,13,125
12,2,A,C,217.49,2007,5,10,5,0
12,2,A,C,217.49,2007,5,11,0.4,0
12,2,A,C,217.49,2007,5,13,3,0
12,2,A,C,217.49,2007,5,19,7,5
12,2,A,C,217.49,2007,5,27,3.6,0
12,2,A,C,217.49,2007,5,29,20,20
12,2,A,C,217.49,2007,5,30,3,0
13,2,B,A,220.97,2007,5,1,32,2917
13,2,B,A,220.97,2007,5,2,2.8,0
13,2,B,A,220.97,2007,5,3,9.8,350
13,2,B,A,220.97,2007,5,5,15,1117
13,2,B,A,220.97,2007,5,6,36,4897
13,2,B,A,220.97,2007,5,8,13,870
13,2,B,A,220.97,2007,5,10,5,5
13,2,B,A,220.97,2007,5,11,0.4,0
13,2,B,A,220.97,2007,5,13,3,0
13,2,B,A,220.97,2007,5,19,7,15
13,2,B,A,220.97,2007,5,27,3.6,0
13,2,B,A,220.97,2007,5,29,20,260
13,2,B,A,220.97,2007,5,30,3,0
14,2,B,B,220.95,2007,5,1,32,3464
14,2,B,B,220.95,2007,5,2,2.8,0
14,2,B,B,220.95,2007,5,3,9.8,220
14,2,B,B,220.95,2007,5,5,15,920
14,2,B,B,220.95,2007,5,6,36,5984
14,2,B,B,220.95,2007,5,8,13,560
14,2,B,B,220.95,2007,5,10,5,10
14,2,B,B,220.95,2007,5,11,0.4,0
14,2,B,B,220.95,2007,5,13,3,0
14,2,B,B,220.95,2007,5,19,7,20
14,2,B,B,220.95,2007,5,27,3.6,0
14,2,B,B,220.95,2007,5,29,20,210
14,2,B,B,220.95,2007,5,30,3,0
15,2,B,C,219.25,2007,5,1,32,3068
15,2,B,C,219.25,2007,5,2,2.8,0
15,2,B,C,219.25,2007,5,3,9.8,320
15,2,B,C,219.25,2007,5,5,15,1030
15,2,B,C,219.25,2007,5,6,36,5498
15,2,B,C,219.25,2007,5,8,13,600
15,2,B,C,219.25,2007,5,10,5,10
15,2,B,C,219.25,2007,5,11,0.4,0
15,2,B,C,219.25,2007,5,13,3,0
15,2,B,C,219.25,2007,5,19,7,30
15,2,B,C,219.25,2007,5,27,3.6,0
15,2,B,C,219.25,2007,5,29,20,280
15,2,B,C,219.25,2007,5,30,3,0
1,2,A,C,222.57,2007,6,3,4.2,0
1,2,A,C,222.57,2007,6,4,39.8,15
1,2,A,C,222.57,2007,6,5,1.4,0
1,2,A,C,222.57,2007,6,6,1,0
1,2,A,C,222.57,2007,6,7,16,10
1,2,A,C,222.57,2007,6,9,32.8,30
1,2,A,C,222.57,2007,6,10,1.4,0
1,2,A,C,222.57,2007,6,11,13,0
1,2,A,C,222.57,2007,6,12,7.2,0
1,2,A,C,222.57,2007,6,13,3,0
1,2,A,C,222.57,2007,6,14,15,10
1,2,A,C,222.57,2007,6,15,20.4,100
1,2,A,C,222.57,2007,6,17,14,20
1,2,A,C,222.57,2007,6,18,41.4,2672
1,2,A,C,222.57,2007,6,19,21,440
1,2,A,C,222.57,2007,6,21,54.8,5552
1,2,A,C,222.57,2007,6,23,31,510
1,2,A,C,222.57,2007,6,26,1,0
1,2,A,C,222.57,2007,6,27,57.2,5282
1,2,A,C,222.57,2007,6,28,6.4,0
1,2,A,C,222.57,2007,6,29,6,0
1,2,A,C,222.57,2007,6,30,1,0
2,2,A,A,219.5,2007,6,3,4.2,0
2,2,A,A,219.5,2007,6,4,39.8,30
2,2,A,A,219.5,2007,6,5,1.4,0
2,2,A,A,219.5,2007,6,6,1,0
2,2,A,A,219.5,2007,6,7,16,0
2,2,A,A,219.5,2007,6,9,32.8,150
2,2,A,A,219.5,2007,6,10,1.4,0
2,2,A,A,219.5,2007,6,11,13,0
2,2,A,A,219.5,2007,6,12,7.2,0
2,2,A,A,219.5,2007,6,13,3,0
2,2,A,A,219.5,2007,6,14,15,10
2,2,A,A,219.5,2007,6,15,20.4,260
2,2,A,A,219.5,2007,6,17,14,80
2,2,A,A,219.5,2007,6,18,41.4,1290
2,2,A,A,219.5,2007,6,19,21,410
2,2,A,A,219.5,2007,6,21,54.8,2010
2,2,A,A,219.5,2007,6,23,31,400
2,2,A,A,219.5,2007,6,26,1,0
2,2,A,A,219.5,2007,6,27,57.2,2730
2,2,A,A,219.5,2007,6,28,6.4,0
2,2,A,A,219.5,2007,6,29,6,0
2,2,A,A,219.5,2007,6,30,1,0
3,2,A,A,218.69,2007,6,3,4.2,0
3,2,A,A,218.69,2007,6,4,39.8,10
3,2,A,A,218.69,2007,6,5,1.4,0
3,2,A,A,218.69,2007,6,6,1,0
3,2,A,A,218.69,2007,6,7,16,5
3,2,A,A,218.69,2007,6,9,32.8,30
3,2,A,A,218.69,2007,6,10,1.4,0
3,2,A,A,218.69,2007,6,11,13,0
3,2,A,A,218.69,2007,6,12,7.2,0
3,2,A,A,218.69,2007,6,13,3,0
3,2,A,A,218.69,2007,6,14,15,5
3,2,A,A,218.69,2007,6,15,20.4,70
3,2,A,A,218.69,2007,6,17,14,20
3,2,A,A,218.69,2007,6,18,41.4,1652
3,2,A,A,218.69,2007,6,19,21,630
3,2,A,A,218.69,2007,6,21,54.8,3092
3,2,A,A,218.69,2007,6,23,31,770
3,2,A,A,218.69,2007,6,26,1,0
3,2,A,A,218.69,2007,6,27,57.2,3182
3,2,A,A,218.69,2007,6,28,6.4,0
3,2,A,A,218.69,2007,6,29,6,0
3,2,A,A,218.69,2007,6,30,1,0
4,2,A,A,218.49,2007,6,3,4.2,0
4,2,A,A,218.49,2007,6,4,39.8,20
4,2,A,A,218.49,2007,6,5,1.4,0
4,2,A,A,218.49,2007,6,6,1,0
4,2,A,A,218.49,2007,6,7,16,10
4,2,A,A,218.49,2007,6,9,32.8,30
4,2,A,A,218.49,2007,6,10,1.4,0
4,2,A,A,218.49,2007,6,11,13,0
4,2,A,A,218.49,2007,6,12,7.2,0
4,2,A,A,218.49,2007,6,13,3,0
4,2,A,A,218.49,2007,6,14,15,0
4,2,A,A,218.49,2007,6,15,20.4,100
4,2,A,A,218.49,2007,6,17,14,30
4,2,A,A,218.49,2007,6,18,41.4,2033
4,2,A,A,218.49,2007,6,19,21,810
4,2,A,A,218.49,2007,6,21,54.8,4913
4,2,A,A,218.49,2007,6,23,31,1313
4,2,A,A,218.49,2007,6,26,1,0
4,2,A,A,218.49,2007,6,27,57.2,4013
4,2,A,A,218.49,2007,6,28,6.4,0
4,2,A,A,218.49,2007,6,29,6,0
4,2,A,A,218.49,2007,6,30,1,0
5,2,A,A,218.61,2007,6,3,4.2,0
5,2,A,A,218.61,2007,6,4,39.8,5
5,2,A,A,218.61,2007,6,5,1.4,0
5,2,A,A,218.61,2007,6,6,1,0
5,2,A,A,218.61,2007,6,7,16,0
5,2,A,A,218.61,2007,6,9,32.8,30
5,2,A,A,218.61,2007,6,10,1.4,0
5,2,A,A,218.61,2007,6,11,13,0
5,2,A,A,218.61,2007,6,12,7.2,0
5,2,A,A,218.61,2007,6,13,3,0
5,2,A,A,218.61,2007,6,14,15,5
5,2,A,A,218.61,2007,6,15,20.4,110
5,2,A,A,218.61,2007,6,17,14,10
5,2,A,A,218.61,2007,6,18,41.4,1759
5,2,A,A,218.61,2007,6,19,21,1129
5,2,A,A,218.61,2007,6,21,54.8,2389
5,2,A,A,218.61,2007,6,23,31,1129
5,2,A,A,218.61,2007,6,26,1,0
5,2,A,A,218.61,2007,6,27,57.2,2029
5,2,A,A,218.61,2007,6,28,6.4,0
5,2,A,A,218.61,2007,6,29,6,0
5,2,A,A,218.61,2007,6,30,1,0
6,2,A,C,218.03,2007,6,3,4.2,0
6,2,A,C,218.03,2007,6,4,39.8,10
6,2,A,C,218.03,2007,6,5,1.4,0
6,2,A,C,218.03,2007,6,6,1,0
6,2,A,C,218.03,2007,6,7,16,5
6,2,A,C,218.03,2007,6,9,32.8,40
6,2,A,C,218.03,2007,6,10,1.4,0
6,2,A,C,218.03,2007,6,11,13,0
6,2,A,C,218.03,2007,6,12,7.2,5
6,2,A,C,218.03,2007,6,13,3,0
6,2,A,C,218.03,2007,6,14,15,0
6,2,A,C,218.03,2007,6,15,20.4,630
6,2,A,C,218.03,2007,6,17,14,180
6,2,A,C,218.03,2007,6,18,41.4,4010
6,2,A,C,218.03,2007,6,19,21,1580
6,2,A,C,218.03,2007,6,21,54.8,6530
6,2,A,C,218.03,2007,6,23,31,1310
6,2,A,C,218.03,2007,6,26,1,0
6,2,A,C,218.03,2007,6,27,57.2,7160
6,2,A,C,218.03,2007,6,28,6.4,0
6,2,A,C,218.03,2007,6,29,6,0
6,2,A,C,218.03,2007,6,30,1,0
7,2,A,A,218.08,2007,6,3,4.2,0
7,2,A,A,218.08,2007,6,4,39.8,40
7,2,A,A,218.08,2007,6,5,1.4,0
7,2,A,A,218.08,2007,6,6,1,0
7,2,A,A,218.08,2007,6,7,16,0
7,2,A,A,218.08,2007,6,9,32.8,80
7,2,A,A,218.08,2007,6,10,1.4,0
7,2,A,A,218.08,2007,6,11,13,0
7,2,A,A,218.08,2007,6,12,7.2,0
7,2,A,A,218.08,2007,6,13,3,0
7,2,A,A,218.08,2007,6,14,15,5
7,2,A,A,218.08,2007,6,15,20.4,300
7,2,A,A,218.08,2007,6,17,14,60
7,2,A,A,218.08,2007,6,18,41.4,2045
7,2,A,A,218.08,2007,6,19,21,990
7,2,A,A,218.08,2007,6,21,54.8,4295
7,2,A,A,218.08,2007,6,23,31,1145
7,2,A,A,218.08,2007,6,26,1,0
7,2,A,A,218.08,2007,6,27,57.2,4385
7,2,A,A,218.08,2007,6,28,6.4,0
7,2,A,A,218.08,2007,6,29,6,0
7,2,A,A,218.08,2007,6,30,1,0
8,2,B,C,217.88,2007,6,3,4.2,10
8,2,B,C,217.88,2007,6,4,39.8,1657
8,2,B,C,217.88,2007,6,5,1.4,0
8,2,B,C,217.88,2007,6,6,1,0
8,2,B,C,217.88,2007,6,7,16,455
8,2,B,C,217.88,2007,6,9,32.8,1657
8,2,B,C,217.88,2007,6,10,1.4,0
8,2,B,C,217.88,2007,6,11,13,350
8,2,B,C,217.88,2007,6,12,7.2,90
8,2,B,C,217.88,2007,6,13,3,10
8,2,B,C,217.88,2007,6,14,15,490
8,2,B,C,217.88,2007,6,15,20.4,1837
8,2,B,C,217.88,2007,6,17,14,1117
8,2,B,C,217.88,2007,6,18,41.4,9037
8,2,B,C,217.88,2007,6,19,21,2017
8,2,B,C,217.88,2007,6,21,54.8,8317
8,2,B,C,217.88,2007,6,23,31,2917
8,2,B,C,217.88,2007,6,26,1,0
8,2,B,C,217.88,2007,6,27,57.2,7417
8,2,B,C,217.88,2007,6,28,6.4,80
8,2,B,C,217.88,2007,6,29,6,75
8,2,B,C,217.88,2007,6,30,1,0
9,2,B,C,217.3,2007,6,3,4.2,5
9,2,B,C,217.3,2007,6,4,39.8,1751
9,2,B,C,217.3,2007,6,5,1.4,0
9,2,B,C,217.3,2007,6,6,1,0
9,2,B,C,217.3,2007,6,7,16,240
9,2,B,C,217.3,2007,6,9,32.8,1751
9,2,B,C,217.3,2007,6,10,1.4,0
9,2,B,C,217.3,2007,6,11,13,260
9,2,B,C,217.3,2007,6,12,7.2,30
9,2,B,C,217.3,2007,6,13,3,0
9,2,B,C,217.3,2007,6,14,15,360
9,2,B,C,217.3,2007,6,15,20.4,1886
9,2,B,C,217.3,2007,6,17,14,860
9,2,B,C,217.3,2007,6,18,41.4,3596
9,2,B,C,217.3,2007,6,19,21,2426
9,2,B,C,217.3,2007,6,21,54.8,8906
9,2,B,C,217.3,2007,6,23,31,2966
9,2,B,C,217.3,2007,6,26,1,0
9,2,B,C,217.3,2007,6,27,57.2,8726
9,2,B,C,217.3,2007,6,28,6.4,30
9,2,B,C,217.3,2007,6,29,6,25
9,2,B,C,217.3,2007,6,30,1,0
10,2,B,C,221.45,2007,6,3,4.2,5
10,2,B,C,221.45,2007,6,4,39.8,800
10,2,B,C,221.45,2007,6,5,1.4,0
10,2,B,C,221.45,2007,6,6,1,0
10,2,B,C,221.45,2007,6,7,16,110
10,2,B,C,221.45,2007,6,9,32.8,760
10,2,B,C,221.45,2007,6,10,1.4,0
10,2,B,C,221.45,2007,6,11,13,150
10,2,B,C,221.45,2007,6,12,7.2,20
10,2,B,C,221.45,2007,6,13,3,5
10,2,B,C,221.45,2007,6,14,15,200
10,2,B,C,221.45,2007,6,15,20.4,820
10,2,B,C,221.45,2007,6,17,14,490
10,2,B,C,221.45,2007,6,18,41.4,2930
10,2,B,C,221.45,2007,6,19,21,1120
10,2,B,C,221.45,2007,6,21,54.8,6350
10,2,B,C,221.45,2007,6,23,31,1940
10,2,B,C,221.45,2007,6,26,1,0
10,2,B,C,221.45,2007,6,27,57.2,5360
10,2,B,C,221.45,2007,6,28,6.4,20
10,2,B,C,221.45,2007,6,29,6,10
10,2,B,C,221.45,2007,6,30,1,0
11,2,A,A,220.43,2007,6,3,4.2,0
11,2,A,A,220.43,2007,6,4,39.8,100
11,2,A,A,220.43,2007,6,5,1.4,0
11,2,A,A,220.43,2007,6,6,1,0
11,2,A,A,220.43,2007,6,7,16,10
11,2,A,A,220.43,2007,6,9,32.8,340
11,2,A,A,220.43,2007,6,10,1.4,0
11,2,A,A,220.43,2007,6,11,13,0
11,2,A,A,220.43,2007,6,12,7.2,0
11,2,A,A,220.43,2007,6,13,3,0
11,2,A,A,220.43,2007,6,14,15,20
11,2,A,A,220.43,2007,6,15,20.4,580
11,2,A,A,220.43,2007,6,17,14,160
11,2,A,A,220.43,2007,6,18,41.4,4250
11,2,A,A,220.43,2007,6,19,21,1190
11,2,A,A,220.43,2007,6,21,54.8,6770
11,2,A,A,220.43,2007,6,23,31,2000
11,2,A,A,220.43,2007,6,26,1,0
11,2,A,A,220.43,2007,6,27,57.2,7760
11,2,A,A,220.43,2007,6,28,6.4,0
11,2,A,A,220.43,2007,6,29,6,0
11,2,A,A,220.43,2007,6,30,1,0
12,2,A,C,217.49,2007,6,3,4.2,0
12,2,A,C,217.49,2007,6,4,39.8,30
12,2,A,C,217.49,2007,6,5,1.4,0
12,2,A,C,217.49,2007,6,6,1,0
